ICDID,geneID
185,"[9, 10, 12, 28, 29, 43, 142, 154, 196, 207, 210, 240, 242, 301, 306, 307, 316, 324, 328, 332, 354, 356, 367, 384, 395, 463, 467, 472, 540, 545, 563, 567, 572, 581, 595, 596, 632, 655, 658, 664, 672, 673, 675, 678, 780, 796, 811, 826, 841, 842, 857, 858, 861, 873, 894, 902, 928, 996, 999, 1010, 1012, 1026, 1027, 1063, 1105, 1107, 1191, 1200, 1266, 1289, 1306, 1312, 1316, 1317, 1365, 1366, 1387, 1410, 1465, 1469, 1474, 1488, 1499, 1508, 1509, 1543, 1545, 1548, 1557, 1562, 1571, 1576, 1577, 1585, 1586, 1588, 1605, 1636, 1647, 1672, 1728, 1775, 1786, 1789, 1794, 1861, 1902, 1950, 1956, 1958, 1962, 2012, 2014, 2048, 2052, 2064, 2065, 2068, 2077, 2078, 2099, 2100, 2115, 2117, 2118, 2119, 2122, 2130, 2146, 2182, 2192, 2247, 2255, 2264, 2272, 2296, 2308, 2346, 2591, 2650, 2678, 2690, 2697, 2787, 2803, 2878, 2886, 2908, 2923, 2925, 2932, 2938, 2944, 2947, 2950, 2952, 3047, 3048, 3091, 3111, 3148, 3162, 3169, 3171, 3187, 3219, 3232, 3248, 3249, 3265, 3283, 3284, 3292, 3293, 3303, 3326, 3383, 3399, 3417, 3479, 3482, 3486, 3489, 3490, 3557, 3558, 3569, 3572, 3576, 3586, 3603, 3606, 3619, 3630, 3667, 3690, 3696, 3708, 3716, 3717, 3728, 3817, 3845, 3913, 3915, 3925, 3945, 3952, 3977, 4023, 4036, 4072, 4074, 4152, 4154, 4158, 4193, 4214, 4233, 4282, 4292, 4297, 4311, 4318, 4322, 4323, 4353, 4437, 4477, 4481, 4502, 4507, 4524, 4585, 4601, 4609, 4610, 4650, 4669, 4683, 4780, 4782, 4804, 4824, 4846, 4849, 4878, 4883, 4925, 4968, 5034, 5054, 5074, 5080, 5083, 5100, 5144, 5160, 5172, 5174, 5176, 5179, 5224, 5273, 5290, 5291, 5293, 5295, 5296, 5309, 5328, 5329, 5371, 5378, 5396, 5420, 5444, 5452, 5465, 5493, 5520, 5530, 5567, 5590, 5591, 5595, 5604, 5610, 5611, 5621, 5652, 5728, 5743, 5744, 5788, 5796, 5817, 5819, 5887, 5896, 5925, 5926, 6019, 6038, 6041, 6091, 6092, 6134, 6135, 6136, 6185, 6223, 6237, 6256, 6293, 6296, 6376, 6387, 6414, 6453, 6462, 6522, 6528, 6541, 6558, 6581, 6594, 6648, 6657, 6690, 6695, 6715, 6716, 6746, 6757, 6768, 6774, 6783, 6790, 6817, 6820, 6822, 6836, 6885, 6890, 6916, 6925, 6926, 6928, 6934, 6948, 6950, 7001, 7012, 7015, 7039, 7040, 7048, 7079, 7099, 7100, 7110, 7111, 7113, 7114, 7153, 7157, 7162, 7163, 7164, 7178, 7184, 7185, 7263, 7298, 7307, 7352, 7366, 7367, 7371, 7372, 7403, 7415, 7421, 7422, 7430, 7431, 7432, 7480, 7514, 7515, 7546, 7704, 7763, 7862, 7874, 7984, 7994, 8000, 8085, 8086, 8202, 8289, 8314, 8339, 8365, 8379, 8405, 8409, 8452, 8495, 8509, 8537, 8560, 8615, 8644, 8648, 8661, 8667, 8702, 8720, 8743, 8754, 8785, 8797, 8804, 8829, 8854, 8895, 8932, 9080, 9189, 9203, 9289, 9380, 9420, 9446, 9480, 9516, 9518, 9538, 9564, 9611, 9687, 9709, 9817, 9869, 9909, 9968, 9985, 10013, 10018, 10040, 10158, 10194, 10207, 10257, 10263, 10333, 10397, 10417, 10439, 10451, 10481, 10499, 10514, 10516, 10551, 10587, 10625, 10645, 10659, 10809, 10810, 10857, 10863, 10928, 10945, 10948, 10951, 10955, 10961, 11005, 11009, 11095, 11176, 11178, 11187, 11200, 11214, 22853, 22907, 22992, 23013, 23036, 23071, 23185, 23197, 23204, 23210, 23244, 23248, 23269, 23301, 23331, 23338, 23382, 23411, 23451, 23476, 23600, 23635, 23671, 23753, 25792, 25818, 25932, 26054, 26137, 26227, 26239, 26298, 26499, 27087, 27134, 27173, 27232, 27242, 27294, 28999, 29072, 29087, 29893, 30008, 50508, 50509, 50618, 51084, 51132, 51135, 51181, 51227, 51322, 51341, 51426, 51651, 51655, 51755, 53353, 53916, 54361, 54363, 54431, 54535, 54704, 54756, 54790, 54795, 54801, 54809, 54887, 54894, 54897, 55035, 55072, 55198, 55210, 55256, 55312, 55328, 55357, 55576, 55577, 55636, 55819, 55827, 55829, 55840, 55870, 56288, 56616, 56849, 56916, 56924, 56946, 57082, 57185, 57646, 57666, 58508, 59084, 59344, 60526, 60528, 63876, 64240, 64374, 64579, 64816, 64864, 79366, 79574, 79689, 79718, 79728, 79783, 79784, 79807, 79969, 80381, 81037, 81532, 81567, 83259, 83606, 83879, 84181, 84519, 84818, 90338, 90355, 91522, 92105, 93611, 113189, 114609, 116113, 118429, 124222, 132671, 135112, 136991, 138474, 143686, 148327, 149628, 150084, 153090, 196528, 201294, 221895, 222546, 246778, 283131, 283237, 283349, 285704, 344595, 373156, 389058, 390858, 406899, 406991, 606293, 730198, 100507527, 100750225, 101669767, 106479631, 106479784, 106480868, 106481323]"
186,"[240, 242, 673, 955, 1618, 2261, 3265, 3815, 4313, 5307, 6793, 6794, 8379, 8915, 27306, 55159, 63978]"
188,"[9, 10, 43, 267, 290, 330, 355, 360, 387, 472, 513, 675, 688, 898, 999, 1026, 1029, 1387, 1440, 1463, 1580, 1728, 1890, 1956, 2026, 2033, 2065, 2068, 2072, 2099, 2100, 2175, 2176, 2186, 2261, 2475, 2735, 2876, 2944, 2950, 2954, 3149, 3205, 3265, 3440, 3456, 3479, 3486, 3488, 3558, 3576, 3670, 3845, 3868, 3908, 3978, 4016, 4108, 4194, 4297, 4313, 4318, 4353, 4489, 4502, 4504, 4524, 4609, 4851, 4853, 5423, 5447, 5533, 5646, 5690, 5743, 5819, 5925, 6573, 6648, 6657, 6714, 7015, 7037, 7077, 7124, 7157, 7248, 7364, 7403, 7442, 7799, 7874, 8000, 8085, 8243, 8289, 8314, 8320, 8821, 8836, 9582, 9611, 9649, 9700, 9759, 10460, 10723, 10735, 10979, 11186, 26259, 26986, 27127, 50807, 51479, 55252, 57412, 58508, 79366, 79718, 81037, 84171, 84181, 84966, 119391, 140767, 146177, 225689, 255022, 341568, 374887, 389289, 406892, 406937, 407026, 407041, 407055, 693120, 693124, 100422979]"
189,"[43, 95, 210, 216, 238, 240, 242, 307, 317, 332, 353, 472, 590, 627, 657, 675, 822, 835, 949, 1028, 1265, 1293, 1381, 1410, 1499, 1508, 1509, 1612, 1938, 2034, 2064, 2081, 2239, 2321, 2324, 2475, 2705, 2719, 2886, 2944, 2950, 2952, 3035, 3313, 3315, 3329, 3440, 3481, 3566, 3569, 3570, 3596, 3778, 3791, 3855, 3856, 3882, 3897, 3945, 4074, 4149, 4216, 4233, 4286, 4298, 4585, 4613, 4771, 4841, 4919, 4968, 5037, 5058, 5080, 5162, 5230, 5290, 5443, 5546, 5599, 5728, 5743, 5816, 5970, 5978, 6261, 6423, 6495, 6513, 6526, 6648, 6921, 6927, 6928, 7010, 7030, 7052, 7157, 7248, 7249, 7273, 7403, 7428, 7490, 8019, 8028, 8242, 8289, 8314, 8407, 8633, 8738, 8743, 8790, 8821, 9045, 9319, 9370, 9745, 9817, 9820, 10155, 10397, 10404, 10461, 10664, 10736, 10950, 11010, 11214, 11236, 11281, 22858, 23042, 23224, 23405, 23532, 25844, 25953, 29072, 29102, 50944, 53353, 53904, 54487, 54790, 54880, 55193, 55367, 55654, 55745, 55781, 56776, 57510, 57731, 63035, 65061, 65267, 79026, 79444, 79728, 81562, 84433, 84925, 85443, 89795, 91661, 91662, 91752, 114788, 120892, 129563, 139285, 142685, 144132, 158584, 171023, 201163, 283092, 283120, 284013, 343930, 374393]"
190,"[4194, 5308, 5925, 54880]"
191,"[90, 182, 324, 367, 472, 474, 546, 590, 648, 673, 675, 861, 864, 898, 902, 928, 1017, 1018, 1021, 1116, 1475, 1476, 1499, 1501, 1508, 1513, 1786, 1840, 1848, 1950, 1956, 2048, 2051, 2064, 2081, 2099, 2100, 2195, 2260, 2313, 2335, 2355, 2475, 2668, 2898, 2952, 2986, 3014, 3020, 3082, 3090, 3091, 3280, 3417, 3418, 3440, 3553, 3558, 3576, 3645, 3654, 3714, 3845, 4194, 4233, 4255, 4313, 4314, 4318, 4352, 4609, 4610, 4613, 4683, 4763, 4851, 4853, 4854, 4915, 5015, 5071, 5156, 5164, 5290, 5292, 5294, 5295, 5371, 5395, 5578, 5579, 5599, 5727, 5747, 5781, 5864, 5970, 6046, 6197, 6275, 6277, 6281, 6447, 6502, 6608, 6733, 6774, 7015, 7052, 7157, 7158, 7403, 7409, 7422, 7490, 7867, 7994, 8019, 8202, 8216, 8312, 8350, 8358, 8425, 8434, 8445, 8553, 8643, 8660, 8743, 8842, 9113, 9274, 9611, 10000, 10389, 10397, 10683, 10735, 11186, 23030, 23081, 23462, 23476, 23493, 23512, 23532, 23683, 26136, 26353, 26524, 51341, 51426, 51592, 51593, 51684, 51701, 55359, 55379, 55561, 57212, 57670, 57761, 60487, 65018, 65084, 65998, 79728, 79759, 79813, 83546, 83746, 84456, 90355, 92335, 114826, 138474, 150094, 159989, 169436, 346288, 387775]"
192,[]
193,"[238, 673, 750, 1735, 1778, 1964, 2100, 2120, 2304, 2846, 3265, 3845, 4893, 4914, 4916, 5108, 5468, 5527, 5728, 5979, 5987, 6591, 6615, 6935, 7080, 7175, 7253, 7453, 7849, 8030, 8031, 8805, 9562, 9839, 9950, 10342, 23085, 51079, 51592, 57522, 57596, 64150, 91833, 406914, 406924, 406927, 406946, 407023, 442897, 442905, 442913, 442914, 442915, 494325, 494326, 494328, 494329, 494330, 494331, 574034, 574038, 574408, 574410, 574413, 574433, 574434, 574435, 574436, 574450, 574451, 574452, 574453, 574454, 619555, 664612, 664615, 664616, 693121, 724024, 724025, 724026, 729582, 768212, 768222, 100126297, 100126335, 100126345, 100302145, 100302250, 100422837, 100886964]"
194,"[1113, 1312, 1621, 1644, 2668, 4128, 4129, 4149, 4763, 5979, 6390, 6391, 6392, 7054, 7157, 7428, 23095, 54583, 55654]"
199,"[8292, 8313]"
200,"[25, 387, 581, 613, 861, 1029, 2120, 2322, 2625, 3107, 3131, 3399, 3492, 4297, 4299, 4609, 5079, 5087, 5091, 5156, 5295, 5305, 5979, 6597, 6929, 7157, 8289, 10320, 10672, 10693, 10841, 26053, 27086, 27113, 27164, 53947]"
201,[]
202,"[331, 472, 540, 558, 595, 596, 604, 635, 673, 675, 843, 875, 883, 1027, 1437, 1440, 1543, 1571, 1978, 2052, 2271, 2356, 2952, 3123, 3440, 3458, 3558, 3604, 3605, 4068, 4233, 4524, 4771, 5243, 5551, 5594, 5595, 5728, 5743, 5894, 5902, 6390, 6470, 6528, 6596, 6648, 6790, 7037, 7157, 7166, 7178, 7249, 7298, 7428, 8314, 8438, 8743, 8915, 9235, 10397, 11200, 25788, 26052, 27306, 29089, 54880, 57817, 63979, 83593, 157570, 201163]"
203,"[142, 330, 595, 596, 598, 664, 673, 694, 942, 1029, 1031, 1437, 1440, 1728, 2052, 2261, 2952, 3105, 3315, 3440, 3569, 3662, 3845, 3981, 4170, 4582, 4609, 4893, 5744, 6347, 6648, 6678, 7403, 9891, 23492, 23495, 23532, 51185, 54986, 170680, 406979, 407048]"
204,"[472, 540, 558, 595, 673, 675, 883, 1027, 1543, 1978, 2271, 2952, 3558, 3604, 4233, 4771, 5243, 5594, 5595, 5728, 5743, 5894, 5902, 6390, 6528, 6596, 6648, 6790, 7157, 7166, 7178, 7249, 7428, 8314, 8743, 9235, 10397, 26052, 27306, 29089, 54880, 57817, 63979, 83593, 157570, 201163]"
205,[]
207,[]
208,"[25, 113, 240, 302, 307, 308, 309, 330, 332, 355, 366, 406, 472, 481, 595, 596, 604, 613, 641, 672, 673, 695, 768, 796, 822, 824, 840, 861, 862, 864, 865, 867, 868, 894, 921, 928, 945, 960, 1021, 1050, 1052, 1269, 1387, 1407, 1408, 1432, 1436, 1437, 1440, 1441, 1471, 1495, 1512, 1522, 1523, 1612, 1637, 1665, 1788, 1827, 1880, 1902, 1978, 2026, 2033, 2052, 2072, 2078, 2120, 2122, 2146, 2175, 2176, 2177, 2178, 2187, 2188, 2189, 2274, 2308, 2322, 2623, 2624, 2672, 2946, 2950, 2969, 3005, 3006, 3082, 3161, 3205, 3265, 3309, 3315, 3398, 3417, 3418, 3440, 3500, 3569, 3576, 3659, 3662, 3676, 3716, 3717, 3718, 3815, 3845, 4026, 4066, 4233, 4291, 4297, 4330, 4524, 4599, 4609, 4629, 4763, 4794, 4853, 4869, 4893, 4908, 4916, 4928, 5027, 5142, 5159, 5187, 5290, 5336, 5366, 5423, 5457, 5527, 5657, 5743, 5781, 5817, 5819, 5880, 5885, 5888, 5889, 5934, 5997, 6209, 6237, 6279, 6281, 6285, 6427, 6446, 6455, 6573, 6647, 6678, 6688, 6774, 6840, 6850, 6919, 7001, 7015, 7037, 7157, 7200, 7204, 7249, 7280, 7307, 7403, 7421, 7432, 7490, 7514, 7516, 7837, 8021, 8028, 8233, 8301, 8302, 8600, 8623, 8743, 8792, 8821, 8847, 8863, 8864, 9145, 9588, 9855, 10019, 10125, 10238, 10437, 10459, 10634, 10664, 10735, 10801, 10919, 11040, 11073, 11122, 11168, 11262, 11326, 22800, 22806, 23092, 23305, 23451, 23532, 23547, 23624, 25797, 25865, 25913, 26040, 26511, 28444, 29072, 29089, 29125, 29949, 30845, 51119, 51176, 51341, 51428, 51510, 53826, 54790, 54880, 55120, 55215, 55252, 55289, 55500, 55740, 57697, 58508, 60468, 64324, 64506, 79728, 79870, 80169, 81552, 81848, 83990, 84464, 90427, 115761, 171023, 284058, 339970, 375790, 378938, 406885, 406912, 406935, 406937, 406947, 407055, 768219, 100048912]"
210,"[1026, 1027, 1030, 1031, 4221]"
211,"[2, 10, 25, 31, 47, 50, 51, 60, 118, 127, 148, 151, 174, 196, 207, 302, 307, 310, 319, 324, 325, 328, 332, 335, 367, 390, 440, 467, 472, 540, 595, 598, 637, 657, 673, 699, 701, 735, 760, 841, 864, 873, 891, 898, 899, 902, 922, 947, 960, 983, 990, 991, 995, 1012, 1019, 1027, 1029, 1031, 1033, 1050, 1051, 1052, 1058, 1062, 1063, 1071, 1124, 1149, 1230, 1233, 1306, 1312, 1356, 1375, 1381, 1393, 1401, 1432, 1437, 1440, 1464, 1499, 1509, 1540, 1543, 1544, 1555, 1558, 1571, 1579, 1586, 1592, 1621, 1634, 1636, 1646, 1776, 1806, 1827, 1869, 1893, 1894, 1948, 1950, 1951, 1956, 1958, 1959, 2022, 2023, 2052, 2056, 2099, 2108, 2146, 2147, 2153, 2171, 2177, 2182, 2194, 2203, 2220, 2222, 2248, 2249, 2272, 2305, 2328, 2353, 2354, 2475, 2563, 2597, 2658, 2690, 2705, 2719, 2735, 2752, 2775, 2781, 2810, 2823, 2877, 2878, 2898, 2923, 2944, 2950, 2956, 2998, 3054, 3082, 3083, 3148, 3156, 3161, 3162, 3206, 3209, 3235, 3265, 3284, 3309, 3313, 3315, 3417, 3439, 3476, 3479, 3480, 3481, 3482, 3483, 3491, 3556, 3557, 3558, 3569, 3576, 3592, 3593, 3660, 3667, 3697, 3699, 3700, 3725, 3781, 3832, 3833, 3845, 3856, 3875, 3925, 3931, 3954, 3977, 4018, 4057, 4085, 4089, 4100, 4102, 4105, 4137, 4143, 4163, 4171, 4199, 4204, 4233, 4288, 4292, 4297, 4313, 4318, 4353, 4436, 4437, 4439, 4489, 4493, 4494, 4502, 4595, 4598, 4605, 4609, 4645, 4751, 4780, 4792, 4796, 4830, 4837, 4854, 4891, 4913, 4942, 4998, 5052, 5054, 5105, 5111, 5155, 5157, 5166, 5199, 5218, 5226, 5230, 5243, 5244, 5245, 5265, 5267, 5290, 5307, 5315, 5317, 5347, 5357, 5395, 5465, 5468, 5469, 5502, 5581, 5685, 5728, 5743, 5745, 5747, 5800, 5836, 5858, 5879, 5894, 5914, 5925, 6091, 6194, 6197, 6240, 6241, 6319, 6348, 6358, 6387, 6422, 6469, 6496, 6502, 6513, 6514, 6528, 6580, 6648, 6720, 6721, 6725, 6756, 6772, 6774, 6775, 6790, 6888, 6925, 6927, 6941, 7001, 7015, 7039, 7040, 7053, 7054, 7070, 7083, 7099, 7124, 7150, 7153, 7157, 7204, 7248, 7263, 7272, 7276, 7298, 7325, 7345, 7358, 7372, 7376, 7412, 7433, 7507, 7508, 7538, 7546, 7571, 7832, 7980, 8100, 8208, 8289, 8312, 8313, 8314, 8318, 8406, 8407, 8431, 8438, 8547, 8660, 8667, 8685, 8720, 8743, 8805, 8821, 8826, 8835, 8862, 8900, 8916, 9021, 9055, 9077, 9088, 9099, 9133, 9156, 9212, 9215, 9227, 9232, 9317, 9319, 9332, 9353, 9493, 9510, 9518, 9547, 9588, 9611, 9636, 9681, 9757, 9768, 9787, 9824, 9829, 9833, 9837, 9920, 9928, 9965, 9970, 9971, 10024, 10112, 10188, 10293, 10332, 10397, 10403, 10413, 10460, 10468, 10476, 10486, 10533, 10537, 10553, 10584, 10642, 10643, 10669, 10788, 10855, 10894, 10897, 10961, 10987, 10990, 11004, 11065, 11082, 11093, 11130, 11185, 11315, 11318, 11326, 22822, 22849, 22937, 22974, 22994, 22996, 23302, 23386, 23397, 23404, 23405, 23593, 24137, 25891, 25903, 26227, 26585, 27085, 27232, 27324, 28982, 29089, 29108, 29126, 29127, 29128, 29887, 30061, 30845, 51053, 51085, 51166, 51179, 51191, 51201, 51203, 51266, 51302, 51316, 51360, 51438, 51441, 51491, 51512, 51514, 54443, 54968, 55143, 55165, 55215, 55227, 55247, 55355, 55379, 55388, 55576, 55635, 55723, 55789, 55840, 55870, 55872, 56892, 56992, 57016, 57125, 57393, 57405, 57492, 57509, 57512, 57628, 57733, 57817, 58508, 60487, 64084, 64151, 64399, 64478, 64651, 65010, 79019, 79039, 79574, 79682, 79733, 79742, 79831, 79879, 79968, 80028, 80168, 80178, 80381, 81572, 81610, 81620, 81930, 83394, 83461, 83483, 83540, 83597, 83854, 83875, 83876, 83932, 83940, 84107, 84263, 84735, 84870, 84873, 84879, 84904, 85416, 85445, 85480, 87178, 89885, 90355, 90381, 91937, 112399, 113130, 114804, 114990, 116844, 116966, 117145, 117159, 121256, 121551, 122953, 128239, 128439, 131669, 138009, 139420, 140733, 143941, 146909, 147372, 150468, 153129, 157313, 158038, 164395, 166336, 168002, 168667, 169611, 170392, 170691, 170712, 192286, 196528, 197358, 201163, 220134, 221150, 246329, 259266, 283131, 283600, 283927, 284403, 338005, 339390, 339896, 342945, 374393, 374569, 374955, 378938, 387103, 387775, 389558, 400258, 406906, 407021, 574473, 641371, 653067, 653820, 664612, 693200, 723961, 728655, 100124700, 100126334, 100507436, 105416157]"
213,[2778]
214,"[1026, 1027, 1030, 1031, 4221, 5728, 8314]"
215,"[4626, 5573]"
216,"[1499, 1540, 4595, 5017, 58495]"
218,[2271]
227,"[1026, 1027, 1030, 1031, 4221, 79577]"
228,"[2324, 3791, 84168]"
235,"[1026, 1027, 1030, 1031, 4221, 6392, 7157, 7428, 55654]"
236,[]
237,"[1026, 1027, 1030, 1031, 2034, 4191, 4221, 4763, 4771, 5155, 5728, 5979, 6390, 6391, 6392, 6598, 6752, 7157, 7428, 8216, 8314, 54583, 54949, 55654, 161742]"
238,"[387, 673, 811, 916, 1287, 1288, 1495, 1756, 2294, 2735, 2736, 2737, 3039, 3043, 3340, 3440, 3549, 3716, 3717, 3815, 3845, 4352, 4864, 5156, 5159, 5727, 5925, 6152, 6389, 6390, 6391, 6608, 7048, 7066, 7289, 7428, 8100, 8445, 8643, 9244, 10019, 11127, 23529, 26005, 26160, 26610, 27077, 27107, 27148, 27164, 28996, 29922, 50937, 51098, 51684, 51715, 54790, 55733, 55975, 57545, 64399, 79583, 84662, 84976, 91653, 200728, 204851]"
239,"[332, 595, 841, 1499, 1540, 1956, 2067, 2261, 2475, 3115, 3116, 3280, 3717, 4524, 4609, 4851, 4853, 5457, 5573, 5915, 6774, 6794, 7015, 7422, 7472, 7474, 7528, 8626, 9582, 10401, 11146, 81037, 574503, 100124700, 100126335, 100128252]"
240,[]
242,"[1493, 2638, 4524, 7253, 8635, 10678, 26191, 64135, 84159, 115352]"
243,"[2299, 3766, 5172]"
244,"[716, 1482, 1493, 2304, 5172, 6528, 7038, 7067, 7068, 7080, 7173, 7201, 7253, 7849, 50506, 55143, 389434, 405753]"
245,[]
246,[925]
250,"[32, 111, 154, 196, 208, 355, 367, 412, 467, 488, 489, 596, 598, 635, 673, 718, 834, 836, 841, 847, 857, 875, 894, 948, 958, 968, 969, 1036, 1129, 1356, 1363, 1374, 1401, 1489, 1512, 1535, 1544, 1649, 1889, 1906, 1909, 1910, 1956, 2113, 2641, 2642, 2645, 2646, 2688, 2740, 2778, 2784, 2813, 2820, 2876, 2878, 2888, 2944, 3039, 3087, 3098, 3117, 3119, 3123, 3127, 3159, 3162, 3164, 3172, 3240, 3263, 3290, 3291, 3375, 3383, 3397, 3458, 3479, 3483, 3485, 3559, 3569, 3586, 3597, 3630, 3636, 3643, 3651, 3667, 3672, 3684, 3710, 3767, 3784, 3952, 3953, 3990, 3991, 4000, 4090, 4143, 4160, 4360, 4487, 4544, 4760, 4773, 4790, 4825, 4842, 4843, 4846, 4853, 4968, 5066, 5078, 5080, 5126, 5167, 5184, 5295, 5346, 5360, 5465, 5468, 5506, 5562, 5563, 5573, 5579, 5588, 5629, 5728, 5770, 5891, 5970, 6049, 6277, 6344, 6347, 6364, 6414, 6424, 6462, 6480, 6506, 6513, 6514, 6517, 6556, 6581, 6616, 6647, 6648, 6720, 6721, 6774, 6833, 6927, 6928, 6934, 7040, 7076, 7124, 7132, 7133, 7297, 7325, 7351, 7422, 7466, 7494, 8013, 8527, 8660, 9131, 9332, 9365, 9370, 9479, 9559, 9861, 10018, 10019, 10239, 10296, 10363, 10644, 10891, 11132, 22808, 22866, 23274, 23338, 23411, 26053, 26122, 26191, 26291, 29949, 50604, 50943, 51530, 54901, 55315, 55600, 56729, 56999, 57761, 59338, 60468, 60685, 63892, 63924, 79068, 79661, 80212, 80790, 83795, 83986, 84196, 113835, 114904, 116150, 129787, 132332, 136259, 145741, 157855, 169026, 169792, 221895, 246778, 256297, 283455, 284207, 387082, 388125, 406886, 406903, 406911, 406913, 406914, 406920, 406932, 406933, 406934, 406936, 406957, 406967, 406971, 406983, 406986, 406987, 406988, 406996, 406997, 407006, 407007, 407018, 407029, 407054, 407975, 442893, 442904, 442907, 493856, 494324, 494326, 494335, 574413, 574436, 574451, 619552, 664616, 693120, 693124, 693213, 693235, 100126313, 100126334, 100126351, 100302149, 100302150, 100302174, 100302197, 100302201, 100302232, 100302236, 100302246, 100302263, 100313886, 100422981, 100422991, 100506742, 100616258, 100616323, 102465802, 102466251, 102466270, 102466739]"
251,"[2645, 2746, 3767, 6690, 6833, 11330]"
252,"[846, 2625, 4221, 5741, 6905, 9247, 55503, 79577]"
253,"[190, 359, 551, 554, 558, 695, 1082, 1586, 1588, 1630, 1848, 2000, 2253, 2260, 2488, 2688, 2690, 2778, 2796, 2798, 3730, 3952, 3953, 3972, 5015, 5424, 5578, 5617, 5626, 6657, 6658, 6663, 6866, 6870, 7466, 8820, 8822, 9049, 9095, 9394, 9723, 9915, 10011, 10297, 10371, 23767, 26012, 29072, 54756, 55315, 55636, 55703, 55717, 60675, 64072, 64324, 81848, 83550, 84634, 128674, 203447, 285025, 389549, 493856]"
255,"[190, 326, 1188, 1583, 1584, 1585, 1589, 2516, 2778, 3284, 3758, 4158, 4173, 4306, 5447, 5573, 5972, 6337, 6338, 6340, 6557, 6770, 7809, 8086, 8675, 9563, 10587, 10916, 23530, 26249, 29926, 56246, 60684, 65125, 65266, 149775]"
256,"[668, 1730, 2492]"
257,[3972]
258,[]
259,"[367, 1026, 1027, 1030, 1031, 1280, 3339, 3623, 3625, 3643, 3973, 4221, 4591, 7486]"
260,[]
264,[]
265,[10560]
266,[3141]
267,[]
268,"[1184, 1594, 5251, 7421, 120227]"
269,"[1053, 4337, 4338, 6603]"
