ICDID,geneID
270,"[191, 275, 383, 406, 435, 445, 587, 593, 594, 875, 1373, 1491, 1497, 1629, 1738, 2184, 2328, 2531, 2653, 2697, 2707, 2731, 3034, 3081, 3242, 3257, 3889, 4014, 4143, 4157, 4524, 4552, 4644, 4935, 4948, 4952, 5053, 5092, 5495, 5625, 5805, 5860, 5873, 6519, 6821, 6898, 7299, 8074, 8546, 8659, 9056, 9581, 10157, 10165, 10166, 11136, 27232, 51151, 54795, 79083, 79823, 127534, 152926, 340024]"
271,"[175, 178, 189, 229, 1636, 1737, 1798, 2203, 2517, 2538, 2542, 2548, 2582, 2584, 2592, 2632, 2683, 2998, 3795, 3920, 3931, 4123, 4125, 4126, 4247, 4351, 5091, 5160, 5162, 5213, 5256, 5373, 5476, 5836, 5837, 6023, 6476, 6523, 6524, 7139, 7841, 8050, 8813, 9361, 9380, 9526, 10195, 29929, 55343, 55750, 56052, 79053, 79087, 79796, 85365, 91949]"
272,"[19, 208, 335, 336, 337, 338, 344, 345, 348, 427, 857, 950, 1071, 1118, 1593, 1636, 1893, 2053, 2629, 2690, 2717, 3156, 3949, 3988, 3990, 3991, 4000, 4023, 4547, 4668, 4758, 4864, 5346, 5444, 5445, 5468, 6609, 6622, 6648, 8540, 10020, 10555, 10577, 10842, 26119, 26503, 26580, 57192, 63924, 79158, 80025, 84572, 116519, 149998, 255738]"
273,[7018]
274,"[3251, 126133]"
275,"[2, 191, 249, 308, 348, 438, 486, 540, 635, 650, 815, 846, 1175, 1184, 1356, 2591, 2778, 3077, 3569, 3576, 3586, 4015, 4017, 4041, 4713, 5251, 5530, 5532, 5621, 5741, 6622, 6928, 7036, 7076, 7124, 8074, 8675, 9247, 9365, 10686, 30061, 54949, 55811, 56172, 56899, 57817, 140803, 148738]"
276,"[1188, 2937, 3712, 5019, 5095, 5096, 6559, 6584]"
277,"[19, 34, 35, 37, 38, 100, 158, 204, 208, 215, 335, 374, 411, 471, 549, 567, 617, 685, 686, 775, 788, 857, 915, 916, 1080, 1244, 1371, 1374, 1376, 1544, 1644, 1806, 1807, 1962, 2022, 2069, 2212, 2235, 2243, 2588, 2623, 2720, 2799, 2934, 2990, 3028, 3077, 3145, 3156, 3162, 3295, 3373, 3418, 3423, 3425, 3458, 3559, 3561, 3575, 3718, 3981, 3991, 4000, 4069, 4210, 4281, 4535, 4536, 4537, 4598, 4669, 4694, 4700, 4709, 4714, 4715, 4716, 4719, 4720, 4722, 4723, 4724, 4726, 4728, 4729, 5189, 5190, 5191, 5192, 5193, 5194, 5195, 5346, 5468, 5498, 5788, 5824, 5825, 5828, 5830, 5896, 5897, 6023, 6337, 6338, 6340, 6448, 6584, 6648, 6804, 7037, 7040, 7132, 7361, 7389, 7390, 7498, 7535, 8443, 8504, 8540, 8799, 8800, 9409, 9820, 11151, 22802, 23417, 25915, 29078, 50615, 51103, 51164, 51300, 54539, 54658, 54880, 55572, 55636, 55670, 55863, 56922, 60528, 63924, 64087, 64421, 79133, 79944, 80207, 80224, 83987, 91647, 91942, 125988, 126328, 138050, 197322, 374291, 728294]"
278,"[32, 34, 43, 47, 54, 109, 125, 142, 153, 154, 155, 181, 196, 207, 348, 364, 412, 463, 582, 583, 585, 590, 761, 834, 861, 948, 955, 958, 968, 1050, 1066, 1149, 1268, 1350, 1361, 1363, 1401, 1431, 1489, 1520, 1528, 1545, 1571, 1649, 1728, 1806, 1892, 1947, 2033, 2099, 2110, 2120, 2147, 2166, 2180, 2194, 2215, 2309, 2512, 2641, 2673, 2688, 2752, 2778, 2784, 2876, 2878, 3033, 3099, 3148, 3162, 3215, 3290, 3309, 3356, 3358, 3383, 3481, 3485, 3569, 3620, 3630, 3667, 3684, 3778, 3929, 3949, 3952, 3953, 4023, 4160, 4199, 4318, 4329, 4360, 4594, 4808, 4864, 4886, 4889, 4915, 4968, 5054, 5105, 5122, 5167, 5209, 5346, 5367, 5443, 5465, 5467, 5468, 5573, 5577, 5583, 5697, 5743, 5770, 6303, 6347, 6492, 6580, 6581, 6582, 6647, 6648, 6720, 7018, 7037, 7124, 7133, 7350, 7351, 7352, 7385, 7436, 7442, 8165, 8195, 8431, 8522, 8644, 8800, 8801, 8803, 8856, 9194, 9332, 9370, 9607, 9672, 9970, 10135, 10411, 10743, 10806, 10840, 22852, 23011, 23040, 23216, 23217, 23410, 23411, 23788, 25970, 26291, 27125, 27241, 51043, 51129, 51181, 51738, 54205, 54903, 55212, 55277, 55690, 56603, 56623, 64756, 79047, 79068, 79661, 79738, 84100, 84295, 89780, 112609, 114294, 123016, 129787, 129880, 132789, 133522, 147495, 151742, 157680, 166379, 169841, 196475, 257194, 283455, 406919, 406920, 406960, 406991, 407040]"
279,"[100, 326, 355, 356, 421, 567, 717, 841, 843, 958, 959, 1277, 1289, 1290, 1312, 1399, 1714, 2253, 2812, 3507, 3561, 3718, 3981, 4261, 4893, 5199, 5580, 5896, 5897, 5993, 5994, 6239, 6890, 6891, 6892, 6899, 7128, 7290, 7353, 7374, 7454, 7456, 8214, 8220, 8625, 9632, 9993, 10125, 23495, 54487, 57379, 64421, 221037]"
280,[]
281,"[19, 335, 2694, 6208, 7372, 8029, 81693]"
282,"[286, 546, 1528, 1586, 3043, 3209, 5009]"
283,"[669, 2729, 2937, 3075, 3078, 4311, 5336, 10878, 58484, 114548]"
284,"[675, 1437, 1440, 2175, 2176, 2177, 2178, 2187, 2188, 3458, 4683, 5551, 7015, 51119, 51324, 83990]"
285,"[22, 2056, 2623, 4891, 5313, 6005, 6006, 6007, 6223, 10483, 10661, 51251, 51816, 84529, 146059]"
286,"[2155, 2157, 2158, 2159, 2161, 2243, 2244, 2266, 2677, 3827, 3998, 5345, 7450, 8647, 79001, 90411]"
287,"[207, 324, 811, 960, 1592, 1956, 2153, 2328, 2811, 2812, 2815, 3674, 3690, 3700, 4163, 4352, 4437, 4595, 4913, 5743, 6648, 7066, 7276, 7454, 22852, 26585, 116844]"
288,"[1130, 1535, 1536, 1991, 2539, 2672, 3689, 3930, 4627, 4688, 5156, 5551, 6729, 7454, 7852, 10312, 51119, 55135, 79631, 81608, 83706, 134218, 201294, 653361]"
289,"[1528, 1727, 1738, 2056, 2057, 3039, 3043, 3091, 3717, 5313, 10019, 64240, 64241, 112398]"
290,"[4854, 5654]"
291,[]
294,"[125, 177, 199, 217, 1906, 2026, 2629, 2670, 2896, 3480, 3481, 3482, 3630, 3643, 4099, 4133, 4137, 4803, 4914, 4915, 5663, 6620, 6622, 6648, 7054, 8678, 9445, 10891, 23435, 25978, 54209, 203228]"
295,"[1, 19, 43, 52, 60, 104, 113, 116, 117, 132, 133, 134, 135, 148, 150, 159, 175, 177, 182, 207, 216, 218, 221, 238, 239, 288, 321, 324, 337, 347, 348, 350, 355, 361, 392, 421, 427, 468, 472, 488, 551, 552, 573, 595, 596, 607, 627, 637, 672, 685, 688, 694, 713, 774, 775, 778, 780, 783, 793, 816, 836, 837, 857, 875, 885, 886, 890, 894, 989, 995, 998, 1020, 1028, 1068, 1103, 1108, 1111, 1113, 1114, 1116, 1128, 1129, 1132, 1133, 1136, 1137, 1138, 1139, 1141, 1152, 1191, 1234, 1267, 1268, 1269, 1270, 1281, 1312, 1356, 1385, 1392, 1400, 1401, 1432, 1437, 1438, 1439, 1454, 1463, 1493, 1496, 1499, 1501, 1506, 1513, 1544, 1565, 1571, 1576, 1577, 1610, 1627, 1630, 1636, 1735, 1739, 1740, 1741, 1742, 1745, 1759, 1786, 1789, 1806, 1812, 1813, 1814, 1815, 1902, 1948, 1959, 1960, 1961, 1965, 1983, 1993, 2011, 2018, 2019, 2020, 2026, 2053, 2065, 2066, 2099, 2100, 2147, 2171, 2173, 2203, 2247, 2260, 2263, 2332, 2346, 2414, 2475, 2530, 2534, 2550, 2554, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2566, 2569, 2571, 2572, 2596, 2638, 2643, 2647, 2668, 2670, 2674, 2676, 2694, 2703, 2729, 2739, 2752, 2774, 2775, 2778, 2784, 2823, 2847, 2870, 2873, 2885, 2887, 2890, 2891, 2892, 2893, 2894, 2896, 2897, 2898, 2899, 2900, 2901, 2903, 2904, 2905, 2906, 2908, 2911, 2912, 2913, 2914, 2915, 2917, 2918, 2931, 2932, 2934, 2938, 2944, 2946, 2950, 2952, 2953, 3008, 3009, 3014, 3029, 3061, 3065, 3066, 3084, 3094, 3098, 3105, 3106, 3107, 3119, 3123, 3133, 3137, 3159, 3162, 3240, 3269, 3303, 3304, 3305, 3313, 3350, 3355, 3356, 3358, 3359, 3360, 3361, 3362, 3363, 3383, 3416, 3458, 3481, 3553, 3558, 3559, 3561, 3562, 3563, 3565, 3569, 3570, 3586, 3587, 3593, 3606, 3613, 3632, 3684, 3690, 3697, 3699, 3714, 3720, 3725, 3745, 3757, 3760, 3782, 3785, 3786, 3790, 3791, 3796, 3836, 3839, 3843, 3908, 3927, 3934, 3952, 3977, 4009, 4010, 4023, 4035, 4036, 4045, 4049, 4090, 4099, 4128, 4129, 4135, 4154, 4155, 4161, 4190, 4192, 4200, 4233, 4277, 4297, 4308, 4314, 4318, 4340, 4482, 4522, 4524, 4538, 4543, 4548, 4645, 4650, 4684, 4693, 4719, 4723, 4729, 4747, 4762, 4804, 4835, 4837, 4842, 4852, 4855, 4861, 4862, 4886, 4900, 4908, 4914, 4915, 4916, 4922, 4923, 4929, 4976, 4978, 4988, 5020, 5021, 5048, 5053, 5062, 5074, 5080, 5100, 5105, 5108, 5116, 5127, 5141, 5142, 5144, 5159, 5173, 5174, 5243, 5245, 5274, 5289, 5290, 5291, 5297, 5305, 5309, 5319, 5321, 5327, 5340, 5348, 5354, 5362, 5371, 5375, 5444, 5465, 5478, 5533, 5534, 5578, 5594, 5595, 5599, 5609, 5617, 5625, 5649, 5662, 5664, 5733, 5742, 5743, 5770, 5777, 5786, 5803, 5816, 5914, 5947, 5970, 5978, 5997, 6002, 6007, 6280, 6285, 6311, 6347, 6389, 6426, 6470, 6482, 6505, 6506, 6507, 6511, 6529, 6530, 6531, 6532, 6536, 6538, 6539, 6558, 6570, 6571, 6586, 6595, 6620, 6648, 6660, 6663, 6667, 6671, 6712, 6716, 6720, 6721, 6750, 6804, 6812, 6853, 6854, 6855, 6863, 6870, 6890, 6891, 6892, 6899, 6908, 6925, 6934, 6999, 7018, 7040, 7052, 7057, 7097, 7098, 7099, 7101, 7103, 7122, 7124, 7132, 7133, 7148, 7157, 7166, 7167, 7178, 7299, 7351, 7353, 7432, 7434, 7436, 7444, 7447, 7494, 7515, 7518, 7531, 7546, 7625, 7781, 7804, 7976, 8038, 8128, 8204, 8214, 8220, 8224, 8295, 8315, 8379, 8398, 8443, 8490, 8516, 8528, 8553, 8564, 8605, 8633, 8678, 8741, 8787, 8809, 8831, 8835, 8841, 8843, 8851, 8854, 8929, 8932, 8940, 8991, 9019, 9145, 9152, 9168, 9177, 9201, 9223, 9228, 9229, 9248, 9253, 9332, 9342, 9348, 9369, 9373, 9378, 9379, 9415, 9444, 9455, 9456, 9463, 9481, 9508, 9575, 9588, 9600, 9638, 9644, 9699, 9722, 9732, 9734, 9739, 9743, 9759, 9783, 9821, 9826, 9863, 9869, 9900, 9901, 9943, 9947, 9968, 9993, 10048, 10097, 10151, 10215, 10279, 10280, 10326, 10327, 10369, 10371, 10400, 10602, 10611, 10641, 10644, 10645, 10659, 10664, 10675, 10678, 10718, 10743, 10752, 10772, 10806, 10814, 10815, 10859, 10891, 11099, 11167, 11278, 11337, 22850, 22854, 22871, 22874, 22904, 22906, 23026, 23040, 23043, 23114, 23191, 23208, 23209, 23228, 23236, 23237, 23245, 23305, 23339, 23362, 23394, 23395, 23405, 23411, 23413, 23500, 23551, 23600, 23621, 23731, 23774, 23780, 25830, 26011, 26047, 26053, 26223, 26468, 26528, 27013, 27020, 27037, 27087, 27091, 27115, 27121, 27122, 27184, 27185, 27189, 27201, 27253, 27306, 27349, 29115, 29801, 29947, 29949, 29968, 30816, 50632, 50944, 51090, 51150, 51299, 51473, 51586, 51734, 51735, 53335, 53826, 54210, 54407, 54487, 54584, 54659, 54719, 54805, 54806, 54808, 54820, 54986, 55163, 55193, 55206, 55213, 55300, 55626, 55717, 55733, 55737, 55741, 55752, 55784, 55808, 55824, 55879, 56301, 56990, 57030, 57084, 57088, 57128, 57142, 57188, 57468, 57532, 57555, 57576, 58510, 59283, 60493, 63826, 63876, 64067, 64288, 64478, 64850, 65018, 65078, 65267, 79080, 79137, 79837, 80025, 80312, 80323, 80832, 81033, 81562, 81565, 81567, 81792, 83999, 84062, 84148, 84152, 84466, 84539, 84547, 84628, 84678, 84687, 84867, 84952, 85358, 85439, 85458, 86123, 89781, 89796, 89832, 90139, 90141, 90273, 90952, 91752, 93663, 93664, 93986, 114781, 114784, 115111, 115207, 116285, 116369, 116443, 118490, 119749, 121278, 127933, 131177, 134829, 134864, 135152, 140902, 146279, 147657, 147929, 149111, 149420, 151295, 154664, 161436, 166378, 169166, 200909, 200933, 202333, 203062, 203228, 219790, 220988, 221393, 222698, 223117, 246744, 255101, 255239, 259173, 259217, 266553, 266727, 266743, 267012, 282617, 282706, 284217, 285242, 338442, 339230, 347730, 348327, 387032, 387129, 387509, 388552, 400765, 406901, 406928, 406952, 406961, 406989, 407003, 407034, 442721, 442900, 442901, 442911, 449489, 494331, 574451, 574456, 594857, 613212, 619465, 641372, 692200, 100131814, 100137049, 100188856, 100302690, 100303453, 100616452, 100616496]"
296,"[52, 111, 113, 135, 148, 213, 290, 317, 353, 406, 408, 410, 540, 551, 595, 607, 613, 624, 627, 655, 775, 815, 847, 886, 947, 1005, 1029, 1267, 1268, 1269, 1312, 1385, 1392, 1393, 1394, 1401, 1407, 1408, 1439, 1440, 1493, 1501, 1523, 1557, 1559, 1565, 1621, 1636, 1644, 1740, 1741, 1742, 1813, 1814, 1815, 1816, 1906, 1950, 1956, 1975, 2012, 2028, 2065, 2100, 2182, 2247, 2260, 2288, 2289, 2332, 2475, 2495, 2512, 2537, 2571, 2572, 2587, 2668, 2670, 2697, 2739, 2782, 2784, 2891, 2900, 2908, 2911, 2915, 2917, 2931, 2932, 3091, 3131, 3164, 3240, 3303, 3304, 3305, 3320, 3350, 3351, 3356, 3358, 3359, 3363, 3439, 3440, 3458, 3553, 3558, 3559, 3569, 3589, 3627, 3630, 3665, 3697, 3776, 3791, 3839, 3939, 3952, 4035, 4045, 4074, 4128, 4129, 4133, 4194, 4282, 4306, 4317, 4353, 4524, 4684, 4723, 4729, 4745, 4747, 4842, 4852, 4862, 4886, 4908, 4915, 4916, 4929, 4939, 5020, 5021, 5054, 5074, 5116, 5141, 5173, 5209, 5243, 5340, 5443, 5444, 5579, 5604, 5649, 5692, 5743, 5801, 5806, 5972, 5978, 6095, 6281, 6285, 6303, 6347, 6369, 6403, 6446, 6511, 6530, 6532, 6540, 6586, 6616, 6647, 6648, 6662, 6750, 6755, 6844, 6863, 6999, 7008, 7015, 7024, 7038, 7054, 7124, 7166, 7200, 7297, 7422, 7498, 7704, 7804, 7905, 8484, 8564, 8682, 8811, 8842, 8863, 8997, 9048, 9177, 9248, 9444, 9456, 9568, 9572, 9575, 9632, 9636, 9641, 9695, 9734, 9771, 9968, 10014, 10193, 10270, 10452, 10522, 10611, 10855, 10964, 11009, 23040, 23236, 23705, 25890, 26047, 27022, 27136, 27184, 27185, 27445, 30009, 30845, 50604, 50863, 50940, 51083, 51284, 51291, 51573, 51593, 51738, 54541, 54862, 55117, 55784, 55830, 56267, 57084, 60482, 60675, 64067, 64077, 64854, 65018, 65059, 84062, 85458, 93986, 94233, 114131, 116285, 121278, 140947, 145270, 160851, 166752, 202333, 267012, 407034, 100302259, 100303453]"
299,"[18, 36, 40, 100, 133, 154, 158, 324, 361, 367, 438, 547, 551, 552, 596, 627, 686, 721, 760, 775, 796, 847, 1007, 1008, 1106, 1108, 1137, 1139, 1141, 1153, 1312, 1356, 1588, 1600, 1610, 1636, 1717, 1718, 1719, 1734, 1735, 1742, 1745, 1746, 1788, 1789, 1804, 1806, 1812, 1814, 1950, 1959, 1977, 2020, 2053, 2131, 2332, 2550, 2554, 2555, 2556, 2557, 2558, 2560, 2562, 2571, 2690, 2697, 2739, 2742, 2876, 2890, 2898, 2903, 2904, 2918, 2944, 2950, 2969, 3002, 3069, 3077, 3105, 3123, 3198, 3237, 3265, 3346, 3351, 3352, 3356, 3359, 3361, 3458, 3479, 3481, 3486, 3557, 3558, 3565, 3567, 3569, 3586, 3596, 3600, 3628, 3676, 3690, 3720, 3751, 3778, 3912, 3927, 3952, 4128, 4129, 4139, 4163, 4204, 4208, 4233, 4282, 4520, 4524, 4543, 4544, 4642, 4763, 4843, 4862, 4897, 4908, 4909, 4915, 4923, 4929, 5020, 5021, 5053, 5054, 5067, 5071, 5080, 5101, 5141, 5142, 5175, 5187, 5294, 5307, 5321, 5329, 5443, 5444, 5551, 5579, 5595, 5617, 5618, 5649, 5728, 5743, 5915, 6091, 6092, 6095, 6134, 6262, 6323, 6332, 6343, 6433, 6505, 6507, 6532, 6535, 6567, 6573, 6638, 6660, 6662, 6779, 6804, 6907, 6948, 6999, 7018, 7133, 7248, 7249, 7328, 7337, 7399, 7432, 7436, 7472, 7498, 7508, 7812, 8128, 8216, 8242, 8295, 8604, 8828, 8831, 8912, 8930, 9013, 9024, 9025, 9037, 9147, 9228, 9248, 9320, 9369, 9378, 9379, 9568, 9732, 9820, 9855, 10319, 10716, 10743, 10765, 10771, 11141, 11281, 22871, 22941, 22999, 23036, 23040, 23078, 23152, 23178, 23181, 23245, 23394, 23462, 23705, 25942, 26047, 26056, 26470, 26523, 26960, 27044, 27086, 27185, 27347, 28514, 29091, 29123, 30061, 50944, 51725, 51733, 53615, 54221, 54413, 54538, 54551, 54674, 54715, 54738, 54806, 54888, 55217, 55879, 55904, 57194, 57502, 57575, 57616, 57628, 57680, 57705, 64221, 64324, 64326, 79641, 79718, 79742, 80312, 80821, 83943, 83992, 84148, 85358, 85458, 93664, 93986, 95681, 114788, 116442, 116987, 121278, 128239, 139411, 140733, 151531, 151556, 152330, 152789, 170572, 192683, 200150, 200424, 205428, 221035, 221037, 285175, 285195, 347731, 349075, 406900, 407010, 619554]"
300,[6777]
301,"[887, 3218, 3352, 3356, 6532, 26050]"
302,[]
303,"[9, 28, 111, 113, 124, 125, 126, 127, 128, 130, 131, 150, 216, 217, 222, 238, 348, 367, 410, 460, 627, 635, 815, 833, 847, 885, 886, 1003, 1006, 1007, 1008, 1009, 1010, 1012, 1013, 1016, 1080, 1109, 1129, 1136, 1137, 1138, 1142, 1143, 1268, 1269, 1312, 1385, 1392, 1393, 1394, 1496, 1553, 1555, 1571, 1621, 1636, 1808, 1812, 1813, 1814, 1815, 1892, 1950, 1956, 2030, 2033, 2046, 2052, 2169, 2185, 2289, 2348, 2488, 2534, 2550, 2554, 2555, 2558, 2559, 2560, 2561, 2562, 2565, 2566, 2567, 2569, 2570, 2571, 2596, 2597, 2626, 2670, 2678, 2688, 2693, 2736, 2752, 2897, 2899, 2902, 2903, 2904, 2911, 2912, 2913, 2917, 2918, 3066, 3122, 3146, 3176, 3350, 3351, 3356, 3358, 3359, 3363, 3553, 3557, 3569, 3586, 3605, 3763, 3839, 3952, 3972, 4128, 4129, 4155, 4313, 4318, 4336, 4340, 4524, 4676, 4684, 4790, 4835, 4852, 4887, 4889, 4898, 4915, 4922, 4923, 4929, 4985, 4986, 4987, 4988, 5002, 5020, 5142, 5173, 5295, 5443, 5726, 5924, 5972, 5981, 5992, 5999, 6303, 6462, 6506, 6529, 6530, 6531, 6532, 6571, 6622, 6625, 6715, 6716, 6863, 6869, 6870, 7018, 7021, 7054, 7086, 7157, 7166, 7200, 7262, 7450, 7520, 7803, 7804, 7971, 8462, 8484, 8644, 8777, 8836, 8863, 8910, 9037, 9095, 9177, 9369, 9531, 9575, 9607, 9674, 9705, 9709, 10243, 10280, 10327, 10399, 10420, 10438, 10846, 11024, 23174, 23189, 23237, 23469, 23552, 25976, 26047, 26503, 26523, 27123, 27161, 27255, 28232, 29114, 50628, 50833, 51083, 51194, 51294, 51324, 54360, 54970, 55833, 56311, 56923, 57001, 57453, 57502, 57575, 57817, 63876, 64682, 79068, 79570, 80731, 84152, 84251, 85439, 113201, 113235, 114879, 152330, 154215, 255239, 347735, 374879, 387129, 387357, 400359, 494331, 594857, 677833]"
304,"[627, 1136, 1137, 1138, 1142, 1548, 1555, 3094, 6531, 8973, 9568, 112398]"
307,[]
311,"[52, 111, 113, 135, 148, 213, 290, 317, 353, 406, 408, 410, 540, 551, 595, 607, 613, 624, 627, 655, 775, 815, 847, 886, 947, 1005, 1029, 1267, 1268, 1269, 1312, 1385, 1392, 1393, 1394, 1401, 1407, 1408, 1439, 1440, 1493, 1501, 1523, 1557, 1559, 1565, 1621, 1636, 1644, 1740, 1741, 1742, 1813, 1814, 1815, 1816, 1906, 1950, 1956, 1975, 2012, 2028, 2065, 2100, 2182, 2247, 2260, 2288, 2289, 2332, 2475, 2495, 2512, 2537, 2571, 2572, 2587, 2668, 2670, 2697, 2739, 2782, 2784, 2891, 2900, 2908, 2911, 2915, 2917, 2931, 2932, 3091, 3131, 3164, 3240, 3303, 3304, 3305, 3320, 3350, 3351, 3356, 3358, 3359, 3363, 3439, 3440, 3458, 3553, 3558, 3559, 3569, 3589, 3627, 3630, 3665, 3697, 3776, 3791, 3839, 3939, 3952, 4035, 4045, 4074, 4128, 4129, 4133, 4194, 4282, 4306, 4317, 4353, 4524, 4684, 4723, 4729, 4745, 4747, 4842, 4852, 4862, 4886, 4908, 4915, 4916, 4929, 4939, 5020, 5021, 5054, 5074, 5116, 5141, 5173, 5209, 5243, 5340, 5443, 5444, 5579, 5604, 5649, 5692, 5743, 5801, 5806, 5972, 5978, 6095, 6281, 6285, 6303, 6347, 6369, 6403, 6446, 6511, 6530, 6532, 6540, 6586, 6616, 6647, 6648, 6662, 6750, 6755, 6844, 6863, 6999, 7008, 7015, 7024, 7038, 7054, 7124, 7166, 7200, 7297, 7422, 7498, 7704, 7804, 7905, 8484, 8564, 8682, 8811, 8842, 8863, 8997, 9048, 9177, 9248, 9444, 9456, 9568, 9572, 9575, 9632, 9636, 9641, 9695, 9734, 9771, 9968, 10014, 10193, 10270, 10452, 10522, 10611, 10855, 10964, 11009, 23040, 23236, 23705, 25890, 26047, 27022, 27136, 27184, 27185, 27445, 30009, 30845, 50604, 50863, 50940, 51083, 51284, 51291, 51573, 51593, 51738, 54541, 54862, 55117, 55784, 55830, 56267, 57084, 60482, 60675, 64067, 64077, 64854, 65018, 65059, 84062, 85458, 93986, 94233, 114131, 116285, 121278, 140947, 145270, 160851, 166752, 202333, 267012, 407034, 100302259, 100303453]"
314,"[412, 1137, 1141, 1268, 1312, 1813, 1815, 1816, 2245, 2911, 2915, 2917, 2918, 5789, 6531, 6869, 9969, 23036, 23152, 23284, 28964, 50632, 57412, 121278]"
319,"[351, 2182, 2245, 2332, 2334, 3054, 3481, 3897, 4983, 5063, 5324, 6535, 6567, 6611, 6658, 8091, 8242, 8492, 9459, 10020, 10084, 24140, 26503, 51185, 54413, 84295, 170302, 347344]"
322,[]
323,"[387, 1282, 1436, 1806, 1967, 4524, 4548, 6342, 6696, 6948, 8890, 8891, 8892, 8893, 23209, 220296]"
327,"[429, 627, 1908, 2668, 5340, 5979, 8929, 283446]"
330,"[142, 387, 410, 443, 617, 1200, 1201, 1203, 1282, 1352, 1355, 1436, 1738, 1806, 1892, 1959, 1967, 2055, 2290, 2581, 2670, 2760, 2932, 3073, 3074, 4204, 4508, 4524, 4537, 4540, 4541, 4548, 4694, 4695, 4704, 4705, 4719, 4720, 4722, 4723, 4724, 4728, 4729, 5160, 5428, 5538, 5594, 5595, 5660, 5770, 6198, 6342, 6389, 6696, 6792, 6812, 6834, 6855, 6948, 7019, 8802, 8803, 8890, 8891, 8892, 8893, 9568, 9997, 10128, 10228, 10667, 10891, 22854, 23400, 23411, 23474, 25973, 27089, 51024, 51204, 54902, 54982, 55037, 55572, 55669, 55699, 55967, 57107, 79731, 80704, 84340, 85476, 91942, 137682, 285362, 374291, 100131801, 100303755]"
331,"[2, 43, 102, 267, 274, 341, 348, 351, 421, 498, 581, 590, 596, 627, 801, 836, 945, 1139, 1141, 1191, 1200, 1282, 1312, 1378, 1392, 1471, 1565, 1605, 1636, 1718, 1808, 1965, 2023, 2041, 2099, 2147, 2218, 2932, 3077, 3127, 3162, 3416, 3479, 3480, 3481, 3482, 3553, 3630, 3635, 3643, 3897, 3952, 4129, 4137, 4353, 4524, 4846, 4852, 5328, 5336, 5468, 5621, 5649, 5663, 5664, 5697, 5819, 5979, 6517, 6648, 6653, 7018, 7019, 7124, 7167, 7305, 7422, 7447, 7782, 8301, 8633, 9215, 9510, 9968, 10329, 10347, 10452, 10585, 10857, 10858, 11041, 22930, 22931, 23237, 23385, 23607, 23621, 25782, 25825, 26330, 27328, 29925, 29954, 51225, 51338, 51741, 54209, 55624, 55676, 57091, 79147, 80025, 84197, 84892, 124152, 128637, 148789, 406892, 406938, 407022, 442914, 494324, 574508, 729920, 768218, 100126333, 100170222, 100500871, 100616367]"
